,loading,Input,Match type,Approved symbol,Approved name,HGNC ID,Location
CTB-83J4.2,-0.018020877,CTB-83J4.2,Unmatched,CTB-83J4.2,,,
GBP5,-0.018015243,GBP5,Approved symbol,GBP5,guanylate binding protein 5,HGNC:19895,1p22.2
NBPF1,0.018010589,NBPF1,Approved symbol,NBPF1,NBPF member 1,HGNC:26088,1p36.13
NR5A2,0.018009512,NR5A2,Approved symbol,NR5A2,nuclear receptor subfamily 5 group A member 2,HGNC:7984,1q32.1
ROPN1,0.018005198,ROPN1,Approved symbol,ROPN1,rhophilin associated tail protein 1,HGNC:17692,3q21.1
NRD1,-0.018004459,NRD1,Previous symbol,NRDC,nardilysin convertase,HGNC:7995,1p32.3
PRUNE,0.018004296,PRUNE,Previous symbol,PRUNE1,prune exopolyphosphatase 1,HGNC:13420,1q21.3
RP11-468E2.9,0.0180037,RP11-468E2.9,Unmatched,RP11-468E2.9,,,
SERPINI1,-0.018002722,SERPINI1,Approved symbol,SERPINI1,serpin family I member 1,HGNC:8943,3q26.1
RP11-356O9.2,0.018001825,RP11-356O9.2,Unmatched,RP11-356O9.2,,,
PLA1A,-0.018000988,PLA1A,Approved symbol,PLA1A,phospholipase A1 member A,HGNC:17661,3q13.33
FSCN1,-0.017997494,FSCN1,Approved symbol,FSCN1,fascin actin-bundling protein 1,HGNC:11148,7p22.1
MNDA,-0.017996173,MNDA,Approved symbol,MNDA,myeloid cell nuclear differentiation antigen,HGNC:7183,1q23.1
HK3,-0.017991096,HK3,Approved symbol,HK3,hexokinase 3,HGNC:4925,5q35.2
SLFN5,-0.01799069,SLFN5,Approved symbol,SLFN5,schlafen family member 5,HGNC:28286,17q12
CEP128,-0.01798936,CEP128,Approved symbol,CEP128,centrosomal protein 128,HGNC:20359,14q31.1
ERBB2,0.017987948,ERBB2,Approved symbol,ERBB2,erb-b2 receptor tyrosine kinase 2,HGNC:3430,17q12
CASS4,-0.017979609,CASS4,Approved symbol,CASS4,Cas scaffold protein family member 4,HGNC:15878,20q13.31
CDC25B,-0.017978108,CDC25B,Approved symbol,CDC25B,cell division cycle 25B,HGNC:1726,20p13
POLA2,-0.017977072,POLA2,Approved symbol,POLA2,"DNA polymerase alpha 2, accessory subunit",HGNC:30073,11q13.1
GALNT18,-0.01796837,GALNT18,Approved symbol,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,HGNC:30488,11p15.4
THSD4,0.01796825,THSD4,Approved symbol,THSD4,thrombospondin type 1 domain containing 4,HGNC:25835,15q23
ANO5,0.017968088,ANO5,Approved symbol,ANO5,anoctamin 5,HGNC:27337,11p14.3
HEG1,-0.017959551,HEG1,Approved symbol,HEG1,heart development protein with EGF like domains 1,HGNC:29227,3q21.2
FAM49B,-0.017958345,FAM49B,Previous symbol,CYRIB,CYFIP related Rac1 interactor B,HGNC:25216,8q24.21
VWF,-0.01795778,VWF,Approved symbol,VWF,von Willebrand factor,HGNC:12726,12p13.31
CDHR3,0.01795698,CDHR3,Approved symbol,CDHR3,cadherin related family member 3,HGNC:26308,7q22.3
RP4-813F11.4,0.017955645,RP4-813F11.4,Unmatched,RP4-813F11.4,,,
IGHG1,-0.01795451,IGHG1,Approved symbol,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker),HGNC:5525,14q32.33
CFP,-0.017952301,CFP,Approved symbol,CFP,complement factor properdin,HGNC:8864,Xp11.23
MCF2L-AS1,0.01795177,MCF2L-AS1,Approved symbol,MCF2L-AS1,MCF2L antisense RNA 1,HGNC:39825,13q34
IGF2BP3,-0.017942702,IGF2BP3,Approved symbol,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,HGNC:28868,7p15.3
TMIGD1,0.017940305,TMIGD1,Approved symbol,TMIGD1,transmembrane and immunoglobulin domain containing 1,HGNC:32431,17q11.2
DNAAF2,0.017938544,DNAAF2,Approved symbol,DNAAF2,dynein axonemal assembly factor 2,HGNC:20188,14q21.3
CD86,-0.017936612,CD86,Approved symbol,CD86,CD86 molecule,HGNC:1705,3q13.33
MCAM,-0.017936611,MCAM,Approved symbol,MCAM,melanoma cell adhesion molecule,HGNC:6934,11q23.3
SH3GL2,0.017933576,SH3GL2,Approved symbol,SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1",HGNC:10831,9p22.2
C4orf36,0.017932663,C4orf36,Approved symbol,C4orf36,chromosome 4 open reading frame 36,HGNC:28386,4q21.3
PNPLA3,-0.017930763,PNPLA3,Approved symbol,PNPLA3,patatin like phospholipase domain containing 3,HGNC:18590,22q13.31
TNFRSF10C,-0.017929659,TNFRSF10C,Approved symbol,TNFRSF10C,TNF receptor superfamily member 10c,HGNC:11906,8p21.3
KIAA0040,-0.017927562,KIAA0040,Approved symbol,KIAA0040,KIAA0040,HGNC:28950,1q25.1
RBPMS,-0.017923665,RBPMS,Approved symbol,RBPMS,"RNA binding protein, mRNA processing factor",HGNC:19097,8p12
CXorf36,-0.017923429,CXorf36,Previous symbol,DIPK2B,divergent protein kinase domain 2B,HGNC:25866,Xp11.3
RPS6KA2,-0.017918795,RPS6KA2,Approved symbol,RPS6KA2,ribosomal protein S6 kinase A2,HGNC:10431,6q27
PRADC1,0.017917874,PRADC1,Approved symbol,PRADC1,protease associated domain containing 1,HGNC:16047,2p13.2
RP11-37B2.1,-0.017917371,RP11-37B2.1,Unmatched,RP11-37B2.1,,,
SERPINB5,-0.017914805,SERPINB5,Approved symbol,SERPINB5,serpin family B member 5,HGNC:8949,18q21.33
RFX8,-0.017914114,RFX8,Approved symbol,RFX8,"RFX family member 8, lacking RFX DNA binding domain",HGNC:37253,2q11.2
MINOS1,0.017905038,MINOS1,Previous symbol,MICOS10,mitochondrial contact site and cristae organizing system subunit 10,HGNC:32068,1p36.13
KIF5C,0.017899676,KIF5C,Approved symbol,KIF5C,kinesin family member 5C,HGNC:6325,2q23.1-q23.2
LRRC8C,-0.01789173,LRRC8C,Approved symbol,LRRC8C,leucine rich repeat containing 8 VRAC subunit C,HGNC:25075,1p22.2
KSR2,0.017891165,KSR2,Approved symbol,KSR2,kinase suppressor of ras 2,HGNC:18610,12q24.22-q24.23
CDC45,-0.01789083,CDC45,Approved symbol,CDC45,cell division cycle 45,HGNC:1739,22q11.21
BCL6B,-0.017890343,BCL6B,Approved symbol,BCL6B,BCL6B transcription repressor,HGNC:1002,17p13.1
FAN1,0.017888316,FAN1,Approved symbol,FAN1,FANCD2 and FANCI associated nuclease 1,HGNC:29170,15q13.3
CASP1P2,-0.017887513,CASP1P2,Approved symbol,CASP1P2,caspase 1 pseudogene 2,HGNC:43776,11q22.3
ZNF684,0.017886747,ZNF684,Approved symbol,ZNF684,zinc finger protein 684,HGNC:28418,1p34.2
C4orf32,-0.01788465,C4orf32,Previous symbol,FAM241A,family with sequence similarity 241 member A,HGNC:26813,4q25
NFE2,-0.017884183,NFE2,Approved symbol,NFE2,"nuclear factor, erythroid 2",HGNC:7780,12q13.13
RP11-138A9.2,0.01788358,RP11-138A9.2,Unmatched,RP11-138A9.2,,,
RP3-407E4.4,0.017881402,RP3-407E4.4,Unmatched,RP3-407E4.4,,,
DUSP4,-0.017877658,DUSP4,Approved symbol,DUSP4,dual specificity phosphatase 4,HGNC:3070,8p12
RP11-728F11.4,0.017876484,RP11-728F11.4,Unmatched,RP11-728F11.4,,,
ADORA1,-0.017871054,ADORA1,Approved symbol,ADORA1,adenosine A1 receptor,HGNC:262,1q32.1
LYSMD2,-0.017867586,LYSMD2,Approved symbol,LYSMD2,LysM domain containing 2,HGNC:28571,15q21.2
GJC1,-0.017865732,GJC1,Approved symbol,GJC1,gap junction protein gamma 1,HGNC:4280,17q21.31
LBP,-0.017860671,LBP,Approved symbol,LBP,lipopolysaccharide binding protein,HGNC:6517,20q11.23
C17orf62,-0.017858104,C17orf62,Previous symbol,CYBC1,cytochrome b-245 chaperone 1,HGNC:28672,17q25.3
C2CD2,-0.017856541,C2CD2,Approved symbol,C2CD2,C2 calcium dependent domain containing 2,HGNC:1266,21q22.3
TRAK2,0.017856512,TRAK2,Approved symbol,TRAK2,trafficking kinesin protein 2,HGNC:13206,2q33.1
CD300A,-0.017856382,CD300A,Approved symbol,CD300A,CD300a molecule,HGNC:19319,17q25.1
ITPRIP,-0.017854663,ITPRIP,Approved symbol,ITPRIP,"inositol 1,4,5-trisphosphate receptor interacting protein",HGNC:29370,10q25.1
CERS6,0.017854362,CERS6,Approved symbol,CERS6,ceramide synthase 6,HGNC:23826,2q24.3
RP3-477M7.5,-0.017851293,RP3-477M7.5,Unmatched,RP3-477M7.5,,,
ZRANB2-AS2,0.01785083,ZRANB2-AS2,Approved symbol,ZRANB2-AS2,ZRANB2 antisense RNA 2 (head to head),HGNC:43595,1p31.1
IFITM3,-0.017849557,IFITM3,Approved symbol,IFITM3,interferon induced transmembrane protein 3,HGNC:5414,11p15.5
DYSF,-0.017845916,DYSF,Approved symbol,DYSF,dysferlin,HGNC:3097,2p13.2
OSM,-0.01783969,OSM,Approved symbol,OSM,oncostatin M,HGNC:8506,22q12.2
RXRA,0.01783638,RXRA,Approved symbol,RXRA,retinoid X receptor alpha,HGNC:10477,9q34.2
AF064860.7,0.017834314,AF064860.7,Unmatched,AF064860.7,,,
FSTL4,0.017834078,FSTL4,Approved symbol,FSTL4,follistatin like 4,HGNC:21389,5q31.1
KRT17,-0.017830002,KRT17,Approved symbol,KRT17,keratin 17,HGNC:6427,17q21.2
DUSP2,-0.01782962,DUSP2,Approved symbol,DUSP2,dual specificity phosphatase 2,HGNC:3068,2q11.2
NFAM1,-0.017819417,NFAM1,Approved symbol,NFAM1,NFAT activating protein with ITAM motif 1,HGNC:29872,22q13.2
ZNF816,0.01781877,ZNF816,Approved symbol,ZNF816,zinc finger protein 816,HGNC:26995,19q13.41
CEP19,-0.017818408,CEP19,Approved symbol,CEP19,centrosomal protein 19,HGNC:28209,3q29
PLEKHG6,0.017814196,PLEKHG6,Approved symbol,PLEKHG6,pleckstrin homology and RhoGEF domain containing G6,HGNC:25562,12p13.31
GPRIN2,0.017814044,GPRIN2,Approved symbol,GPRIN2,G protein regulated inducer of neurite outgrowth 2,HGNC:23730,10q11.22
FCGRT,0.017812168,FCGRT,Approved symbol,FCGRT,Fc fragment of IgG receptor and transporter,HGNC:3621,19q13.33
ULBP2,-0.017807452,ULBP2,Approved symbol,ULBP2,UL16 binding protein 2,HGNC:14894,6q25.1
SRPX2,-0.017806221,SRPX2,Approved symbol,SRPX2,sushi repeat containing protein X-linked 2,HGNC:30668,Xq22.1
TMEM170A,0.017801715,TMEM170A,Approved symbol,TMEM170A,transmembrane protein 170A,HGNC:29577,16q23.1
GUCA2A,0.017800423,GUCA2A,Approved symbol,GUCA2A,guanylate cyclase activator 2A,HGNC:4682,1p34.2
PER2,0.017797613,PER2,Approved symbol,PER2,period circadian regulator 2,HGNC:8846,2q37.3
IRAK2,-0.017797221,IRAK2,Approved symbol,IRAK2,interleukin 1 receptor associated kinase 2,HGNC:6113,3p25.3
KCP,-0.017797052,KCP,Approved symbol,KCP,kielin cysteine rich BMP regulator,HGNC:17585,7q32.1
NOL4,0.017796577,NOL4,Approved symbol,NOL4,nucleolar protein 4,HGNC:7870,18q12.1
ANP32E,-0.017795543,ANP32E,Approved symbol,ANP32E,acidic nuclear phosphoprotein 32 family member E,HGNC:16673,1q21.2
CHI3L2,-0.017795487,CHI3L2,Approved symbol,CHI3L2,chitinase 3 like 2,HGNC:1933,1p13.2
AMACR,0.01779356,AMACR,Approved symbol,AMACR,alpha-methylacyl-CoA racemase,HGNC:451,5p13.2
TCN1,-0.017792921,TCN1,Approved symbol,TCN1,transcobalamin 1,HGNC:11652,11q12.1
FAM161B,0.017792619,FAM161B,Approved symbol,FAM161B,FAM161 centrosomal protein B,HGNC:19854,14q24.3
CREB3L2,-0.017790852,CREB3L2,Approved symbol,CREB3L2,cAMP responsive element binding protein 3 like 2,HGNC:23720,7q33
ZFHX3,0.017790468,ZFHX3,Approved symbol,ZFHX3,zinc finger homeobox 3,HGNC:777,16q22.2-q22.3
AIM2,-0.017790263,AIM2,Approved symbol,AIM2,absent in melanoma 2,HGNC:357,1q23.1-q23.2
MMP19,-0.017789698,MMP19,Approved symbol,MMP19,matrix metallopeptidase 19,HGNC:7165,12q13.2
CD55,-0.017788316,CD55,Approved symbol,CD55,CD55 molecule (Cromer blood group),HGNC:2665,1q32.2
SLC9A7,-0.017787704,SLC9A7,Approved symbol,SLC9A7,solute carrier family 9 member A7,HGNC:17123,Xp11.3
TKTL1,-0.017787516,TKTL1,Approved symbol,TKTL1,transketolase like 1,HGNC:11835,Xq28
TROAP,-0.017785421,TROAP,Approved symbol,TROAP,trophinin associated protein,HGNC:12327,12q13.12
RP11-134G8.7,0.017784981,RP11-134G8.7,Unmatched,RP11-134G8.7,,,
LILRB4,-0.017779342,LILRB4,Approved symbol,LILRB4,leukocyte immunoglobulin like receptor B4,HGNC:6608,19q13.42
FBXL13,-0.017773785,FBXL13,Approved symbol,FBXL13,F-box and leucine rich repeat protein 13,HGNC:21658,7q22.1
PKDCC,0.017769353,PKDCC,Approved symbol,PKDCC,"protein kinase domain containing, cytoplasmic",HGNC:25123,2p21
ZBTB10,0.017766448,ZBTB10,Approved symbol,ZBTB10,zinc finger and BTB domain containing 10,HGNC:30953,8q21.13
HCAR3,-0.017764159,HCAR3,Approved symbol,HCAR3,hydroxycarboxylic acid receptor 3,HGNC:16824,12q24.31
SHROOM2,0.017760928,SHROOM2,Approved symbol,SHROOM2,shroom family member 2,HGNC:630,Xp22.2
NR2F6,0.017754946,NR2F6,Approved symbol,NR2F6,nuclear receptor subfamily 2 group F member 6,HGNC:7977,19p13.11
TNNC2,0.017744646,TNNC2,Approved symbol,TNNC2,"troponin C2, fast skeletal type",HGNC:11944,20q13.12
GPR137B,-0.017741155,GPR137B,Approved symbol,GPR137B,G protein-coupled receptor 137B,HGNC:11862,1q42.3
NR4A3,-0.017736684,NR4A3,Approved symbol,NR4A3,nuclear receptor subfamily 4 group A member 3,HGNC:7982,9q22
BLCAP,0.017735641,BLCAP,Approved symbol,BLCAP,BLCAP apoptosis inducing factor,HGNC:1055,20q11.23
ADAMTS7,-0.017735069,ADAMTS7,Approved symbol,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,HGNC:223,15q25.1
BDNF-AS,0.017734971,BDNF-AS,Approved symbol,BDNF-AS,BDNF antisense RNA,HGNC:20608,11p14.1
ZEB1,-0.017733311,ZEB1,Approved symbol,ZEB1,zinc finger E-box binding homeobox 1,HGNC:11642,10p11.22
CEBPA-AS1,0.017731003,CEBPA-AS1,Previous symbol,CEBPA-DT,CEBPA divergent transcript,HGNC:25710,19q13.11
VNN2,-0.017729754,VNN2,Approved symbol,VNN2,vanin 2,HGNC:12706,6q23.2
CDC42SE1,-0.017729582,CDC42SE1,Approved symbol,CDC42SE1,CDC42 small effector 1,HGNC:17719,1q21.3
HLA-DMA,-0.017727102,HLA-DMA,Approved symbol,HLA-DMA,"major histocompatibility complex, class II, DM alpha",HGNC:4934,6p21.32
TP63,-0.017726563,TP63,Approved symbol,TP63,tumor protein p63,HGNC:15979,3q28
LUCAT1,-0.017718841,LUCAT1,Approved symbol,LUCAT1,lung cancer associated transcript 1,HGNC:48498,5q14.3
RNF122,-0.017718784,RNF122,Approved symbol,RNF122,ring finger protein 122,HGNC:21147,8p12
PRKAR2B,-0.017718256,PRKAR2B,Approved symbol,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,HGNC:9392,7q22.3
HPS5,-0.017715903,HPS5,Approved symbol,HPS5,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,HGNC:17022,11p15.1
EGFL6,-0.017714922,EGFL6,Approved symbol,EGFL6,EGF like domain multiple 6,HGNC:3235,Xp22.2
BLM,-0.017714478,BLM,Approved symbol,BLM,BLM RecQ like helicase,HGNC:1058,15q26.1
EPHX1,0.017711409,EPHX1,Approved symbol,EPHX1,epoxide hydrolase 1,HGNC:3401,1q42.12
MKKS,0.017711159,MKKS,Approved symbol,MKKS,McKusick-Kaufman syndrome,HGNC:7108,20p12.2
CTC-537E7.2,0.017706904,CTC-537E7.2,Unmatched,CTC-537E7.2,,,
RGMB,0.017703465,RGMB,Approved symbol,RGMB,repulsive guidance molecule BMP co-receptor b,HGNC:26896,5q15
NLRP12,-0.017703077,NLRP12,Approved symbol,NLRP12,NLR family pyrin domain containing 12,HGNC:22938,19q13.42
RP11-296O14.3,0.017700791,RP11-296O14.3,Unmatched,RP11-296O14.3,,,
NTN4,0.017696999,NTN4,Approved symbol,NTN4,netrin 4,HGNC:13658,12q22
LYST,-0.017696494,LYST,Approved symbol,LYST,lysosomal trafficking regulator,HGNC:1968,1q42.3
AC073283.4,0.017695834,AC073283.4,Unmatched,AC073283.4,,,
IL8,-0.017695051,IL8,Previous symbol,CXCL8,C-X-C motif chemokine ligand 8,HGNC:6025,4q13.3
EAF2,-0.017693029,EAF2,Approved symbol,EAF2,ELL associated factor 2,HGNC:23115,3q13.33
GCKR,-0.017690573,GCKR,Approved symbol,GCKR,glucokinase regulator,HGNC:4196,2p23.3
RP11-4O1.2,0.017679771,RP11-4O1.2,Unmatched,RP11-4O1.2,,,
C19orf59,-0.017677371,C19orf59,Previous symbol,MCEMP1,mast cell expressed membrane protein 1,HGNC:27291,19p13.2
TPRG1L,0.017676862,TPRG1L,Approved symbol,TPRG1L,tumor protein p63 regulated 1 like,HGNC:27007,1p36.32
KIAA2013,0.017675876,KIAA2013,Approved symbol,KIAA2013,KIAA2013,HGNC:28513,1p36.22
RABGAP1,0.017674617,RABGAP1,Approved symbol,RABGAP1,RAB GTPase activating protein 1,HGNC:17155,9q33.2-q33.3
EIF3L,0.017673453,EIF3L,Approved symbol,EIF3L,eukaryotic translation initiation factor 3 subunit L,HGNC:18138,22q13.1
SLC39A5,0.017672876,SLC39A5,Approved symbol,SLC39A5,solute carrier family 39 member 5,HGNC:20502,12q13.3
CMTM2,-0.017671045,CMTM2,Approved symbol,CMTM2,CKLF like MARVEL transmembrane domain containing 2,HGNC:19173,16q21
FOXO4,0.017670274,FOXO4,Approved symbol,FOXO4,forkhead box O4,HGNC:7139,Xq13.1
AGTR1,0.017669271,AGTR1,Approved symbol,AGTR1,angiotensin II receptor type 1,HGNC:336,3q24
SLC36A1,0.017666219,SLC36A1,Approved symbol,SLC36A1,solute carrier family 36 member 1,HGNC:18761,5q33.1
TUBB,-0.017664061,TUBB,Approved symbol,TUBB,tubulin beta class I,HGNC:20778,6p21.33
KLHL3,-0.017659207,KLHL3,Approved symbol,KLHL3,kelch like family member 3,HGNC:6354,5q31.2
FBXW7,-0.017654687,FBXW7,Approved symbol,FBXW7,F-box and WD repeat domain containing 7,HGNC:16712,4q31.3
CTSK,-0.017653539,CTSK,Approved symbol,CTSK,cathepsin K,HGNC:2536,1q21.3
CDK5R2,0.017649192,CDK5R2,Approved symbol,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,HGNC:1776,2q35
SPAG16,0.017641484,SPAG16,Approved symbol,SPAG16,sperm associated antigen 16,HGNC:23225,2q34
FAM169B,-0.017640643,FAM169B,Approved symbol,FAM169B,family with sequence similarity 169 member B,HGNC:26835,15q26.3
SCN9A,0.01763963,SCN9A,Approved symbol,SCN9A,sodium voltage-gated channel alpha subunit 9,HGNC:10597,2q24.3
CXCL1,-0.017637239,CXCL1,Approved symbol,CXCL1,C-X-C motif chemokine ligand 1,HGNC:4602,4q13.3
PHOSPHO1,-0.017629203,PHOSPHO1,Approved symbol,PHOSPHO1,phosphoethanolamine/phosphocholine phosphatase 1,HGNC:16815,17q21.32
TDRD3,0.017624208,TDRD3,Approved symbol,TDRD3,tudor domain containing 3,HGNC:20612,13q21.2
MEOX1,-0.017624133,MEOX1,Approved symbol,MEOX1,mesenchyme homeobox 1,HGNC:7013,17q21.31
FAM184B,0.017617331,FAM184B,Approved symbol,FAM184B,family with sequence similarity 184 member B,HGNC:29235,4p15.32-p15.31
CDC42EP2,-0.017616282,CDC42EP2,Approved symbol,CDC42EP2,CDC42 effector protein 2,HGNC:16263,11q13.1
MARVELD1,0.017614362,MARVELD1,Approved symbol,MARVELD1,MARVEL domain containing 1,HGNC:28674,10q24.2
CEP170,-0.017612173,CEP170,Approved symbol,CEP170,centrosomal protein 170,HGNC:28920,1q43
SFT2D3,0.017611276,SFT2D3,Approved symbol,SFT2D3,SFT2 domain containing 3,HGNC:28767,2q14.3
RALGDS,-0.017609205,RALGDS,Approved symbol,RALGDS,ral guanine nucleotide dissociation stimulator,HGNC:9842,9q34.13-q34.2
C2,-0.017607515,C2,Approved symbol,C2,complement C2,HGNC:1248,6p21.33
AF165138.7,-0.017605846,AF165138.7,Unmatched,AF165138.7,,,
PCDH17,-0.017605397,PCDH17,Approved symbol,PCDH17,protocadherin 17,HGNC:14267,13q21.1
LMCD1,-0.017603676,LMCD1,Approved symbol,LMCD1,LIM and cysteine rich domains 1,HGNC:6633,3p25.3
KCNJ12,0.01760106,KCNJ12,Approved symbol,KCNJ12,potassium inwardly rectifying channel subfamily J member 12,HGNC:6258,17p11.2
KIAA1199,-0.017600378,KIAA1199,Previous symbol,CEMIP,cell migration inducing hyaluronidase 1,HGNC:29213,15q25.1
WDR62,-0.017599087,WDR62,Approved symbol,WDR62,WD repeat domain 62,HGNC:24502,19q13.12
ORAI2,-0.017597237,ORAI2,Approved symbol,ORAI2,ORAI calcium release-activated calcium modulator 2,HGNC:21667,7q22.1
C21orf88,0.017597218,C21orf88,Previous symbol,B3GALT5-AS1,B3GALT5 antisense RNA 1,HGNC:16424,21q22.2
ECH1,0.017594664,ECH1,Approved symbol,ECH1,enoyl-CoA hydratase 1,HGNC:3149,19q13.2
SLC26A7,0.017589892,SLC26A7,Approved symbol,SLC26A7,solute carrier family 26 member 7,HGNC:14467,8q21.3
SIGLEC5,-0.017589687,SIGLEC5,Approved symbol,SIGLEC5,sialic acid binding Ig like lectin 5,HGNC:10874,19q13.41
IL6ST,-0.017586909,IL6ST,Approved symbol,IL6ST,interleukin 6 signal transducer,HGNC:6021,5q11.2
IFNAR2,-0.017583543,IFNAR2,Approved symbol,IFNAR2,interferon alpha and beta receptor subunit 2,HGNC:5433,21q22.11
SUCLG1,0.017580768,SUCLG1,Approved symbol,SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha,HGNC:11449,2p11.2
FAM72A,-0.017579391,FAM72A,Approved symbol,FAM72A,family with sequence similarity 72 member A,HGNC:24044,1q32.1
RTEL1-TNFRSF6B,-0.017576387,RTEL1-TNFRSF6B,Approved symbol,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),HGNC:44095,20q13.33
LPCAT3,0.017575141,LPCAT3,Approved symbol,LPCAT3,lysophosphatidylcholine acyltransferase 3,HGNC:30244,12p13.31
STK10,-0.0175745,STK10,Approved symbol,STK10,serine/threonine kinase 10,HGNC:11388,5q35.1
RRM2,-0.017570992,RRM2,Approved symbol,RRM2,ribonucleotide reductase regulatory subunit M2,HGNC:10452,2p25.1
THRA,0.017569969,THRA,Approved symbol,THRA,thyroid hormone receptor alpha,HGNC:11796,17q21.1
RORC,0.017558375,RORC,Approved symbol,RORC,RAR related orphan receptor C,HGNC:10260,1q21
TTC40,-0.017557751,TTC40,Previous symbol,CFAP46,cilia and flagella associated protein 46,HGNC:25247,10q26.3
MAK,-0.017554545,MAK,Approved symbol,MAK,male germ cell associated kinase,HGNC:6816,6p24.2
GNAI2,-0.01755437,GNAI2,Approved symbol,GNAI2,G protein subunit alpha i2,HGNC:4385,3p21.31
NDE1,-0.017553146,NDE1,Approved symbol,NDE1,nudE neurodevelopment protein 1,HGNC:17619,16p13.11
CXCL11,-0.017548753,CXCL11,Approved symbol,CXCL11,C-X-C motif chemokine ligand 11,HGNC:10638,4q21.1
TRIP13,-0.017541564,TRIP13,Approved symbol,TRIP13,thyroid hormone receptor interactor 13,HGNC:12307,5p15.33
SCN2A,-0.017541249,SCN2A,Approved symbol,SCN2A,sodium voltage-gated channel alpha subunit 2,HGNC:10588,2q24.3
CTB-111H14.1,-0.017540221,CTB-111H14.1,Unmatched,CTB-111H14.1,,,
THY1,-0.017539366,THY1,Approved symbol,THY1,Thy-1 cell surface antigen,HGNC:11801,11q23.3
MEFV,-0.017537574,MEFV,Approved symbol,MEFV,"MEFV innate immuity regulator, pyrin",HGNC:6998,16p13.3
TRIM22,-0.017536794,TRIM22,Approved symbol,TRIM22,tripartite motif containing 22,HGNC:16379,11p15.4
INSL4,-0.017536016,INSL4,Approved symbol,INSL4,insulin like 4,HGNC:6087,9p24.1
AC112229.7,0.017535896,AC112229.7,Unmatched,AC112229.7,,,
FEV,0.017535606,FEV,Approved symbol,FEV,"FEV transcription factor, ETS family member",HGNC:18562,2q35
ATP9A,0.017533894,ATP9A,Approved symbol,ATP9A,ATPase phospholipid transporting 9A (putative),HGNC:13540,20q13.2
RP11-327F22.2,-0.017529248,RP11-327F22.2,Unmatched,RP11-327F22.2,,,
CXCL2,-0.017524224,CXCL2,Approved symbol,CXCL2,C-X-C motif chemokine ligand 2,HGNC:4603,4q13.3
LETM2,-0.017521814,LETM2,Approved symbol,LETM2,leucine zipper and EF-hand containing transmembrane protein 2,HGNC:14648,8p11.23
CHKA,0.017519849,CHKA,Approved symbol,CHKA,choline kinase alpha,HGNC:1937,11q13.2
UGT2B11,0.017517789,UGT2B11,Approved symbol,UGT2B11,UDP glucuronosyltransferase family 2 member B11,HGNC:12545,4q13.2
RP11-511I2.2,0.017516736,RP11-511I2.2,Unmatched,RP11-511I2.2,,,
ZBED1,0.017515095,ZBED1,Approved symbol,ZBED1,zinc finger BED-type containing 1,HGNC:447,Xp22.33 and Yp11
F3,-0.017514308,F3,Approved symbol,F3,"coagulation factor III, tissue factor",HGNC:3541,1p21.3
RP11-1267H10.4,0.017513304,RP11-1267H10.4,Unmatched,RP11-1267H10.4,,,
IFI44L,-0.017498466,IFI44L,Approved symbol,IFI44L,interferon induced protein 44 like,HGNC:17817,1p31.1
CD38,-0.017493229,CD38,Approved symbol,CD38,CD38 molecule,HGNC:1667,4p15.32
MOAP1,0.017491346,MOAP1,Approved symbol,MOAP1,modulator of apoptosis 1,HGNC:16658,14q32.12
